,model,network_type,Network,Dataset,ncut,ave_in_out,n_samples,mean,stdev,z_score,percentile,train_acc,train_loss,test_acc,test_loss
112,HALVES-SAME-MNIST,mlp,"Halves Same, Pruning",MNIST,8.821359089433859,0.1801673006585509,50,9.046960287351334,0.03428480830604964,-6.580208817374883,0.0196078431372549,1.0,6.272500114725214e-06,0.9950000047683716,0.02242059966078741
113,HALVES-SAME-MNIST,mlp,"Halves Same, Pruning",MNIST,9.010205843175157,0.16591153458993854,50,8.980928599075458,0.033304996795934176,0.8790646124089476,0.8627450980392157,1.0,1.7496250064838628e-05,0.9947999715805054,0.02668362466842808
114,HALVES-SAME-MNIST,mlp,"Halves Same, Pruning",MNIST,8.907737527169772,0.17357171017884288,50,9.013122421369935,0.04138468200594684,-2.5464710393333494,0.0196078431372549,1.0,6.044564749830291e-06,0.9952999949455261,0.023131785887350088
115,HALVES-MNIST,mlp,"Halves Diff, Pruning",MNIST,8.524158407418216,0.20388180430556668,50,9.175114288114647,0.03143022043418362,-20.71114588774723,0.0196078431372549,1.0,0.0012141812621615827,0.9401000142097473,0.3705141771673621
116,HALVES-MNIST,mlp,"Halves Diff, Pruning",MNIST,8.516143163716567,0.2045442854417109,50,9.176160742967035,0.03244513041582385,-20.342577477468545,0.0196078431372549,1.0,0.0015134233528127272,0.944100022315979,0.32350386648178103
117,HALVES-MNIST,mlp,"Halves Diff, Pruning",MNIST,8.398670840549858,0.21439875593543112,50,9.181928595088468,0.026215984591149148,-29.877106153131017,0.0196078431372549,1.0,0.00157227915097028,0.9391999840736389,0.3448665761947632
118,HALVES-MNIST,mlp,"Halves Diff, Pruning",MNIST,8.40891597462687,0.21352835705630166,50,9.19421907963799,0.036480677699838586,-21.52654924539944,0.0196078431372549,0.9999833106994629,0.0016551680667325854,0.9384999871253967,0.3751009959459305
119,HALVES-MNIST,mlp,"Halves Diff, Pruning",MNIST,8.45270004042228,0.20983235786280796,50,9.178013794837163,0.03598007010438267,-20.158764346780224,0.0196078431372549,1.0,0.0015156793978065252,0.9387999773025513,0.3746329354107846
120,FASHION,mlp,"Control, Pruning",FASHION,8.480473086060723,0.20750769905303343,50,8.980670256491466,0.030469368676276018,-16.416394305544163,0.0196078431372549,0.9824833273887634,0.04935166040857633,0.8944000005722046,0.5756334679841996
121,FASHION,mlp,"Control, Pruning",FASHION,8.598750585973255,0.19777579196069753,50,9.03023591235938,0.0302972259852005,-14.24174366976357,0.0196078431372549,0.9822499752044678,0.04879769267638524,0.8938999772071838,0.5546081065177918
122,FASHION,mlp,"Control, Pruning",FASHION,8.774370892667962,0.18380970822805304,50,9.061418111629205,0.0383196112888886,-7.490869800249703,0.0196078431372549,0.9823499917984009,0.0483852502733469,0.8944000005722046,0.5356507442235947
123,FASHION,mlp,"Control, Pruning",FASHION,8.801268922646118,0.181719880705121,50,9.050002071111102,0.04143324222286281,-6.003226759979053,0.0196078431372549,0.9829333424568176,0.048239231166243554,0.894599974155426,0.559065455532074
124,FASHION,mlp,"Control, Pruning",FASHION,8.782560015819518,0.18317210348606172,50,9.038789209456134,0.03373190879390235,-7.596047860859077,0.0196078431372549,0.9825166463851929,0.04964783657292525,0.8949999809265137,0.5573145975992083
125,FASHION+DROPOUT,mlp,"Dropout, Pruning",FASHION,8.233678132631912,0.2287144218354438,50,9.13582482117507,0.040685964582301566,-22.173412817047804,0.0196078431372549,0.8633833527565002,0.3929477936108907,0.8666999936103821,0.3584392895698547
126,FASHION+DROPOUT,mlp,"Dropout, Pruning",FASHION,8.012262534750851,0.24885214681580264,50,9.111456518083443,0.041042323613596866,-26.781962777771216,0.0196078431372549,0.8651166558265686,0.38687848833402,0.8666999936103821,0.35618919038772584
127,FASHION+DROPOUT,mlp,"Dropout, Pruning",FASHION,8.159886639524501,0.23530433265303755,50,9.140700471040184,0.040988772197273926,-23.928841459196338,0.0196078431372549,0.8630666732788086,0.38996351079940794,0.8708999752998352,0.35640719170570373
128,FASHION+DROPOUT,mlp,"Dropout, Pruning",FASHION,8.08282532326232,0.24231469319670165,50,9.12768256332353,0.04129396113452549,-25.302906559565077,0.0196078431372549,0.8638499975204468,0.39230420967737833,0.8675000071525574,0.3516267609000206
129,FASHION+DROPOUT,mlp,"Dropout, Pruning",FASHION,8.062324239441594,0.24420226994189545,50,9.139721643617376,0.04262751553261051,-25.274693838339264,0.0196078431372549,0.8643333315849304,0.38935673232078555,0.8644999861717224,0.3550644308567047
130,FASHION+L1REG,mlp,"L1 Reg, Pruning",FASHION,9.16133615909244,0.15492630068433003,50,4.477414707849185,0.24253005810577397,19.312746171859935,1.0,0.9339500069618225,0.27377094135284424,0.8866000175476074,0.42924803285598756
131,FASHION+L1REG,mlp,"L1 Reg, Pruning",FASHION,10.145188812411682,0.0914133399527829,50,4.52595164464931,0.20743318541898062,27.089383776334753,1.0,0.9341333508491516,0.27323257803916934,0.8873999714851379,0.4257323459625244
132,FASHION+L1REG,mlp,"L1 Reg, Pruning",FASHION,10.100838735480576,0.09401007749229584,50,4.597574284045129,0.23224968378092403,23.695465853148605,1.0,0.9314833283424377,0.27977024976412457,0.8878999948501587,0.43260596804618834
133,FASHION+L1REG,mlp,"L1 Reg, Pruning",FASHION,10.114649819884308,0.09319898432911126,50,4.586620064155138,0.2450360632271852,22.560065987527135,1.0,0.9308500289916992,0.27890360447565715,0.883899986743927,0.4403142872810364
134,FASHION+L1REG,mlp,"L1 Reg, Pruning",FASHION,10.191136349071465,0.08874690657501332,50,4.767492266774772,0.2066222592133808,26.249079372884236,1.0,0.9350666403770447,0.27446634257634484,0.8881000280380249,0.4359601664543152
135,FASHION+L2REG,mlp,"L2 Reg, Pruning",FASHION,9.154273337224133,0.1554315977874647,50,9.060288081413539,0.06638298955663399,1.415803301995181,0.9215686274509803,0.9506666660308838,0.21686713950634004,0.8934999704360962,0.44092334461212157
136,FASHION+L2REG,mlp,"L2 Reg, Pruning",FASHION,7.906540869293235,0.25886536213355965,50,8.530315921898344,0.09937628413862455,-6.276900550386613,0.0196078431372549,0.9505666494369507,0.2153209819952647,0.8934999704360962,0.4440174003601074
137,FASHION+L2REG,mlp,"L2 Reg, Pruning",FASHION,6.952787904519882,0.36296318576027736,50,8.568777697509766,0.07437977475586373,-21.726199068147725,0.0196078431372549,0.9526333212852478,0.21113916714986167,0.8928999900817871,0.43242759246826173
138,FASHION+L2REG,mlp,"L2 Reg, Pruning",FASHION,8.902146597095406,0.1739947421173317,50,9.12202107761184,0.043714207561722056,-5.02981737015326,0.0196078431372549,0.9484999775886536,0.22209088550408682,0.8888000249862671,0.44728475313186644
139,FASHION+L2REG,mlp,"L2 Reg, Pruning",FASHION,9.704900761481289,0.1182443434984905,50,8.446100838716925,0.10355717908953738,12.155602671215904,1.0,0.9540166854858398,0.20652394735018412,0.8924000263214111,0.4422475953102112
140,FASHION+MOD-INIT,mlp,"Clusterable Init, Pruning",FASHION,6.228570423533119,0.4633029077315202,50,9.09559023245697,0.0455382674790168,-62.958473557320154,0.0196078431372549,0.9809666872024536,0.05352346488436063,0.8913999795913696,0.531222439455986
141,FASHION+MOD-INIT,mlp,"Clusterable Init, Pruning",FASHION,6.1732126445238364,0.47194124769418216,50,9.048280912873404,0.03759009908257135,-76.48472173574538,0.0196078431372549,0.9807833433151245,0.052762922277549903,0.8932999968528748,0.5457674062252045
142,FASHION+MOD-INIT,mlp,"Clusterable Init, Pruning",FASHION,6.312168245470814,0.45054500556210536,50,9.06266795464785,0.027714427758838443,-99.24432620839052,0.0196078431372549,0.9805166721343994,0.0552815249423186,0.8948000073432922,0.5148818727016449
143,FASHION+MOD-INIT,mlp,"Clusterable Init, Pruning",FASHION,6.404151830987083,0.43689221591662497,50,9.066849022105991,0.034967570654577375,-76.14761738589213,0.0196078431372549,0.9796833395957947,0.05452125163078308,0.8924999833106995,0.523400078201294
144,FASHION+MOD-INIT,mlp,"Clusterable Init, Pruning",FASHION,6.20620999808943,0.4667736028666592,50,9.051358474077272,0.031462952210413966,-90.42852866954178,0.0196078431372549,0.978600025177002,0.058169078256686525,0.8934999704360962,0.5170367937088013
145,HALVES-SAME-FASHION,mlp,"Halves Same, Pruning",FASHION,8.763444203575313,0.184662315480039,50,8.780152358965914,0.04078183594072733,-0.4096960081661109,0.27450980392156865,0.9969333410263062,0.009917600602967043,0.9483000040054321,0.3219295591348171
146,HALVES-SAME-FASHION,mlp,"Halves Same, Pruning",FASHION,8.310483469949219,0.22197965638173187,50,8.808994772437048,0.04092048528196871,-12.182438674731314,0.0196078431372549,0.9975000023841858,0.008119390815186004,0.9470999836921692,0.3298860119819641
147,HALVES-SAME-FASHION,mlp,"Halves Same, Pruning",FASHION,8.42431938160918,0.21222370950208486,50,8.811675160270115,0.035173323037017985,-11.012771760383961,0.0196078431372549,0.9975500106811523,0.008408754088248437,0.9466999769210815,0.3209626136779785
148,HALVES-SAME-FASHION,mlp,"Halves Same, Pruning",FASHION,8.469138415234928,0.20845459193425686,50,8.872204267341294,0.03154723667824795,-12.776581867288634,0.0196078431372549,0.9965999722480774,0.010383977019538483,0.9491999745368958,0.3083470579762943
149,HALVES-SAME-FASHION,mlp,"Halves Same, Pruning",FASHION,8.26919305612018,0.22558470449051748,50,8.727430427189175,0.0409802648958721,-11.181903587820694,0.0196078431372549,0.9965999722480774,0.00939003217841188,0.9448000192642212,0.3487669597238302
150,HALVES-FASHION,mlp,"Halves Diff, Pruning",FASHION,8.61822027531455,0.19619942497710294,50,9.052233047684343,0.03322199722109115,-13.064018080594415,0.0196078431372549,0.899483323097229,0.2775530765533447,0.725600004196167,1.0313755706787109
151,HALVES-FASHION,mlp,"Halves Diff, Pruning",FASHION,8.638552582078699,0.1945608008970662,50,9.052662297686082,0.029789076234639302,-13.901395006195202,0.0196078431372549,0.8999999761581421,0.27705877499580384,0.7249000072479248,1.0332770434379577
152,HALVES-FASHION,mlp,"Halves Diff, Pruning",FASHION,8.49216762969228,0.20653339190119285,50,9.040275112113173,0.024284181577938626,-22.57055609067056,0.0196078431372549,0.899399995803833,0.2839963635921478,0.7258999943733215,1.0039844841003418
153,HALVES-FASHION,mlp,"Halves Diff, Pruning",FASHION,8.974389124775463,0.16856918243447777,50,9.044791721653912,0.02279594416174181,-3.0883825815209907,0.0196078431372549,0.8954333066940308,0.2901107469081879,0.7246000170707703,1.0065981355667115
154,HALVES-FASHION,mlp,"Halves Diff, Pruning",FASHION,8.463087421701182,0.2089611274267007,50,9.041683293702219,0.028283618760509967,-20.456925151631633,0.0196078431372549,0.8992999792098999,0.27542876369158426,0.7200999855995178,1.0418515991210937
